product_id,product_name,category,price,stock_quantity,supplier_id
1,Distributed dedicated groupware,Clothing,10.09,140,32
2,Focused homogeneous open system,Sports,14.63,52,87
3,Fully-configurable modular neural-net,Clothing,24.35,16,4
4,Streamlined systemic Graphical User Interface,Clothing,15.79,258,78
5,Function-based well-modulated matrix,Electronics,12.82,366,84
6,Up-sized secondary support,Health,5.26,301,36
7,Pre-emptive logistical concept,Electronics,24.39,81,90
8,Upgradable heuristic concept,Health,13.11,79,28
9,Devolved uniform moratorium,Books,121.51,194,13
10,Pre-emptive contextually-based moratorium,Books,16.3,309,34
11,Stand-alone analyzing moderator,Electronics,19.19,274,16
12,Automated asynchronous secured line,Health,18.32,150,81
13,Business-focused well-modulated ability,Books,24.51,360,9
14,Open-source client-driven product,electronics,19.46,395,38
15,Focused asymmetric strategy,Clothing,21.11,443,13
16,Distributed 24/7 data-warehouse,Health,18.23,325,47
17,Profit-focused logistical hub,Home & Garden,8.36,107,86
18,Centralized regional productivity,Toys,17.66,349,83
19,Synchronized reciprocal matrices,Clothing,5.71,87,69
20,Switchable mobile adapter,Sports,13.52,194,35
21,Adaptive national neural-net,Sports,12.53,431,99
22,Open-source 24/7 adapter,electronics,6.32,16,41
23,Progressive uniform focus group,Health,19.25,108,73
24,Public-key executive adapter,Books,15.54,255,51
25,Profit-focused tangible service-desk,Automotive,8.85,71,32
26,Optional context-sensitive benchmark,toys,8.31,219,75
27,Cross-platform multi-tasking collaboration,Health,70.55,70,66
28,Front-line content-based process improvement,Automotive,8.81,24,15
29,Progressive eco-centric help-desk,Home & Garden,21.57,405,88
30,Future-proofed hybrid artificial intelligence,Health,16.99,197,49
31,Multi-layered impactful knowledgebase,,19.87,497,71
32,Re-contextualized dynamic standardization,ELECTRONICS,21.13,58,88
33,Face-to-face exuding software,Toys,24.16,174,15
34,Configurable solution-oriented projection,Toys,9.99,232,1
35,Virtual 5thgeneration array,,74.81,390,23
36,Open-architected homogeneous implementation,Clothing,18.28,152,82
37,Reactive methodical approach,Sports,24.7,390,21
38,Sharable 24/7 standardization,Electronics,63.81,250,3
39,Down-sized attitude-oriented methodology,Clothing,23.77,449,40
40,Optional secondary toolset,Sports,20.33,449,73
41,Managed non-volatile attitude,Clothing,13.32,248,9
42,Progressive 6thgeneration emulation,Home & Garden,17.29,243,71
43,Extended system-worthy open system,Home & Garden,7.87,446,78
44,Phased encompassing analyzer,Health,14.19,475,70
45,Compatible systemic focus group,Sports,9.14,204,86
46,Quality-focused non-volatile protocol,Books,11.48,264,58
47,Automated context-sensitive functionalities,Clothing,6.78,32,44
48,Ameliorated demand-driven parallelism,Electronics,62.89,117,76
49,Digitized web-enabled structure,Sports,12.33,362,81
50,Object-based asynchronous framework,Electronics,15.57,463,5
51,Diverse non-volatile encoding,,11.88,121,36
52,Re-contextualized human-resource service-desk,,22.39,67,93
53,Quality-focused full-range info-mediaries,Automotive,22.98,242,53
54,Versatile user-facing challenge,Sports,7.2,337,56
55,Team-oriented uniform artificial intelligence,Books,7.41,239,94
56,Profit-focused value-added hardware,Electronics,5.61,330,13
57,Business-focused bandwidth-monitored Internet solution,Electronics,23.73,173,14
58,Focused asynchronous Graphical User Interface,Sports,12.14,274,58
59,Robust zero administration pricing structure,Home & Garden,23.33,142,60
60,Right-sized hybrid time-frame,Sports,8.82,38,57
61,Inverse 4thgeneration productivity,Clothing,20.26,276,2
62,Future-proofed zero tolerance knowledge user,Clothing,18.39,434,31
63,Pre-emptive discrete help-desk,Home & Garden,6.54,246,28
64,Reactive homogeneous Internet solution,Health,14.26,84,49
65,Enterprise-wide systemic paradigm,Electronics,24.64,135,59
66,Switchable homogeneous artificial intelligence,Toys,27.97,490,94
67,Visionary regional frame,Automotive,11.09,151,28
68,Fully-configurable transitional archive,Electronics,10.87,277,8
69,Configurable encompassing collaboration,Books,11.45,299,62
70,Multi-tiered transitional toolset,Home & Garden,10.63,260,11
71,Sharable coherent support,Home & Garden,16.37,34,87
72,Networked foreground hierarchy,Sports,9.4,482,73
73,Customer-focused background ability,Sports,108.26,20,80
74,Integrated leadingedge hierarchy,Clothing,7.5,298,73
75,Virtual encompassing benchmark,BOOKS,6.97,104,86
76,De-engineered background contingency,Books,5.19,202,17
77,Optional local open architecture,Toys,6.31,475,97
78,Realigned multimedia installation,Clothing,15.0,318,73
79,Customer-focused 4thgeneration array,Clothing,41.49,109,65
80,Multi-channeled neutral array,toys,18.57,178,9
81,Right-sized radical toolset,Sports,47.95,80,57
82,Inverse human-resource access,Toys,19.32,413,84
83,Implemented incremental info-mediaries,Electronics,9.55,283,39
84,Vision-oriented attitude-oriented success,Clothing,17.71,68,34
85,Realigned dynamic orchestration,Clothing,17.15,380,71
86,Programmable composite software,Home & Garden,43.72,309,27
87,Multi-tiered composite challenge,Books,20.3,324,34
88,Future-proofed exuding flexibility,Automotive,8.53,464,7
89,Proactive client-server architecture,Clothing,24.13,424,36
90,Down-sized intermediate focus group,Electronics,10.33,394,17
91,Operative exuding matrices,Toys,5.9,226,71
92,Compatible high-level extranet,Health,28.86,57,10
93,Fully-configurable uniform product,Home & Garden,23.97,427,48
94,Proactive radical pricing structure,Home & Garden,23.72,21,40
95,Exclusive logistical benchmark,Books,12.85,407,6
96,Devolved exuding ability,books,5.38,127,86
97,Object-based full-range process improvement,Clothing,19.61,286,53
98,Multi-tiered full-range intranet,Home & Garden,10.42,121,21
99,Managed intermediate projection,Home & Garden,18.85,12,23
100,Right-sized client-driven framework,Books,13.19,210,86
101,Inverse real-time solution,Sports,17.03,403,90
102,Exclusive mission-critical functionalities,Clothing,13.87,19,61
103,Enhanced hybrid functionalities,Sports,5.16,470,59
104,Implemented user-facing solution,Books,10.55,407,30
105,Sharable mobile orchestration,Sports,10.05,98,52
106,Fully-configurable fresh-thinking implementation,Books,16.27,35,99
107,Grass-roots zero tolerance infrastructure,Toys,15.6,260,52
108,Multi-lateral bifurcated open system,Books,8.11,59,34
109,Exclusive optimizing moratorium,Home & Garden,21.74,135,5
110,Enterprise-wide systemic throughput,Clothing,8.67,176,94
111,Reactive 4thgeneration superstructure,Books,11.84,261,15
112,Persistent tertiary database,Health,17.63,97,33
113,Organic explicit solution,Electronics,21.8,0,67
114,Cloned incremental service-desk,SPORTS,10.82,35,86
115,Proactive client-driven productivity,Books,23.92,339,16
116,Innovative disintermediate extranet,Toys,21.69,341,53
117,Switchable coherent structure,Books,20.27,151,71
118,Optimized homogeneous archive,Home & Garden,22.04,340,49
119,Organized radical matrices,Home & Garden,53.09,154,52
120,Reduced impactful monitoring,Electronics,13.54,107,56
121,Profit-focused system-worthy instruction set,Books,7.62,226,87
122,Quality-focused 5thgeneration utilization,Sports,20.8,406,95
123,Multi-lateral tangible workforce,Home & Garden,11.33,145,66
124,Public-key radical productivity,Books,33.31,487,97
125,Configurable bi-directional throughput,Sports,21.68,115,26
126,Fully-configurable stable secured line,Home & Garden,19.63,125,61
127,Multi-channeled composite project,Clothing,42.71,453,81
128,Seamless 6thgeneration open system,Sports,9.2,196,64
129,Stand-alone systematic project,Health,12.87,335,89
130,Open-architected web-enabled groupware,Electronics,21.57,440,99
131,Optional bi-directional access,Clothing,58.96,112,23
132,Cross-platform empowering definition,Automotive,22.07,127,16
133,Profound value-added model,Automotive,16.07,237,86
134,Realigned optimal solution,Books,41.02,456,57
135,Re-engineered directional knowledge user,Health,44.52,280,58
136,Multi-layered hybrid Local Area Network,Home & Garden,24.94,243,58
137,Visionary systematic parallelism,Toys,22.94,430,82
138,Team-oriented motivating collaboration,Toys,24.67,266,63
139,Monitored 4thgeneration matrices,Sports,7.58,39,92
140,Customer-focused explicit instruction set,TOYS,50.71,171,41
141,Configurable bifurcated superstructure,Clothing,8.24,118,50
142,Digitized grid-enabled function,Home & Garden,10.53,32,54
143,Mandatory logistical toolset,Health,17.74,238,54
144,Expanded multi-state matrices,Electronics,23.58,215,50
145,Monitored methodical attitude,Electronics,12.16,391,74
146,Organic uniform standardization,Health,23.32,482,46
147,Organized foreground architecture,Toys,13.59,436,54
148,Innovative 6thgeneration workforce,Sports,24.93,139,56
149,Triple-buffered bifurcated adapter,Automotive,19.28,172,86
150,Mandatory secondary benchmark,Health,92.08,430,60
151,Synergistic composite support,Home & Garden,9.48,273,4
152,Fully-configurable multi-state conglomeration,Health,24.55,339,4
153,Reactive cohesive groupware,Clothing,23.17,69,60
154,Realigned interactive Local Area Network,Home & Garden,8.28,194,42
155,Focused impactful product,Sports,16.93,172,98
156,Enterprise-wide contextually-based productivity,Health,17.51,487,54
157,Switchable intermediate infrastructure,toys,13.14,240,3
158,Assimilated user-facing pricing structure,Electronics,12.06,179,29
159,Exclusive local parallelism,Clothing,22.43,333,6
160,Optimized human-resource ability,ELECTRONICS,8.75,102,3
161,Triple-buffered didactic database,,8.34,242,86
162,Grass-roots web-enabled strategy,Clothing,20.22,111,60
163,Cloned object-oriented benchmark,Toys,6.87,85,78
164,Public-key contextually-based hierarchy,Clothing,141.92,83,40
165,Inverse dedicated knowledgebase,Clothing,5.25,475,40
166,Customizable empowering secured line,Health,17.82,366,26
167,Pre-emptive multi-tasking productivity,Clothing,10.06,425,81
168,Intuitive radical info-mediaries,SPORTS,17.06,395,39
169,Seamless hybrid parallelism,Clothing,22.9,289,6
170,Customizable grid-enabled help-desk,Books,18.64,338,48
171,Persevering regional conglomeration,Clothing,13.69,174,2
172,Synergistic tertiary website,Health,13.5,54,56
173,Innovative reciprocal parallelism,Books,8.37,424,59
174,Configurable systematic challenge,Home & Garden,20.03,375,67
175,Intuitive bottom-line encoding,TOYS,21.8,470,69
176,Integrated bifurcated contingency,Automotive,62.51,422,94
177,Multi-layered system-worthy circuit,Toys,23.63,125,12
178,Profound human-resource instruction set,Toys,21.56,124,97
179,Right-sized client-driven orchestration,Automotive,20.87,342,49
180,Networked interactive contingency,Books,15.94,435,42
181,Pre-emptive scalable monitoring,Home & Garden,23.72,181,34
182,Team-oriented secondary conglomeration,Books,17.25,305,90
183,Realigned composite matrix,Toys,15.4,264,25
184,Horizontal client-driven contingency,Clothing,17.04,208,63
185,Intuitive local process improvement,Sports,14.1,330,92
186,Business-focused heuristic access,Automotive,134.18,8,12
187,Pre-emptive client-driven core,Toys,21.1,354,32
188,Networked next generation middleware,Toys,122.51,188,61
189,Streamlined modular installation,Books,6.48,381,71
190,Synergized mobile instruction set,Books,22.38,232,35
191,Triple-buffered leadingedge matrix,,49.88,61,93
192,Down-sized attitude-oriented open system,Sports,6.26,380,69
193,Assimilated well-modulated definition,Home & Garden,71.79,378,62
194,Implemented 5thgeneration focus group,Toys,24.73,500,98
195,Face-to-face national forecast,Toys,12.09,426,25
196,Down-sized zero-defect knowledgebase,Toys,19.13,91,39
197,Re-contextualized value-added throughput,Electronics,17.65,64,36
198,Visionary modular neural-net,Electronics,10.24,283,38
199,Profound bifurcated orchestration,Home & Garden,46.45,385,63
200,Customizable encompassing time-frame,Clothing,5.58,293,37
201,Quality-focused high-level moratorium,Automotive,6.41,174,24
202,Versatile 6thgeneration task-force,Electronics,52.37,441,62
203,Up-sized leadingedge moratorium,Clothing,6.28,205,63
204,Extended interactive benchmark,Clothing,63.76,351,7
205,User-centric solution-oriented system engine,HOME & GARDEN,10.47,288,39
206,Fully-configurable exuding alliance,Clothing,7.14,60,72
207,Organized empowering hardware,Health,12.92,404,80
208,Cross-group leadingedge capability,Sports,53.23,194,58
209,Vision-oriented disintermediate database,Automotive,36.38,301,55
210,User-centric optimizing solution,Toys,20.35,30,79
211,Monitored tertiary pricing structure,Clothing,8.64,106,81
212,Self-enabling interactive concept,SPORTS,11.65,41,21
213,Seamless client-driven toolset,Sports,16.41,38,21
214,Expanded demand-driven workforce,Electronics,15.68,352,77
215,Centralized non-volatile hardware,Automotive,18.47,118,37
216,Public-key even-keeled policy,,5.39,232,10
217,Public-key composite Graphic Interface,Sports,9.12,403,81
218,Triple-buffered explicit frame,Sports,9.48,278,29
219,Re-engineered encompassing migration,home & garden,15.85,423,19
220,Synergistic bandwidth-monitored challenge,Clothing,20.18,405,40
221,Versatile zero tolerance installation,Toys,15.09,239,89
222,Centralized even-keeled projection,Toys,17.78,482,35
223,De-engineered tangible capacity,Automotive,10.6,306,6
224,Fully-configurable client-server structure,Health,8.9,309,33
225,Inverse dynamic task-force,Electronics,55.09,492,87
226,Synergistic hybrid matrix,Electronics,16.77,344,35
227,Digitized object-oriented product,Electronics,12.1,89,61
228,Future-proofed responsive instruction set,Automotive,20.14,92,75
229,Multi-tiered local archive,Health,20.02,251,12
230,Sharable zero administration array,Automotive,8.0,170,42
231,Open-architected multimedia synergy,Clothing,19.88,168,53
232,Grass-roots system-worthy hub,AUTOMOTIVE,19.75,483,52
233,Persevering mobile Graphic Interface,Electronics,19.76,161,33
234,Reduced 24hour time-frame,BOOKS,45.03,395,52
235,Upgradable background superstructure,ELECTRONICS,11.07,277,60
236,Persevering scalable secured line,Health,8.88,265,47
237,Total heuristic architecture,Automotive,16.36,389,7
238,Public-key hybrid data-warehouse,Sports,5.53,67,37
239,Optimized didactic methodology,Automotive,6.4,248,16
240,Future-proofed fresh-thinking forecast,Electronics,24.08,311,31
241,Mandatory neutral orchestration,Home & Garden,24.24,7,71
242,De-engineered non-volatile matrix,Health,5.12,430,15
243,Mandatory systemic task-force,Automotive,23.74,331,20
244,Business-focused 6thgeneration attitude,Automotive,17.79,149,66
245,Self-enabling zero tolerance knowledgebase,Toys,15.2,247,61
246,Ameliorated bottom-line complexity,Sports,5.49,74,50
247,Organic logistical ability,Sports,14.14,260,96
248,Optimized dedicated solution,Home & Garden,12.11,141,99
249,De-engineered solution-oriented framework,Health,126.43,403,65
250,Diverse even-keeled array,Toys,15.58,144,93
251,Streamlined high-level extranet,toys,95.53,296,85
252,Configurable holistic secured line,Automotive,11.53,228,69
253,Streamlined composite application,,12.56,282,98
254,Object-based responsive function,Health,12.87,164,25
255,Up-sized tangible system engine,Sports,22.56,119,100
256,Focused interactive projection,Health,7.53,381,61
257,Cross-group tertiary attitude,Health,81.5,339,84
258,Adaptive didactic matrices,Home & Garden,21.48,18,17
259,Compatible clear-thinking parallelism,Books,11.49,447,57
260,Face-to-face multi-state software,Clothing,10.01,233,2
261,Organic 24/7 access,home & garden,11.41,335,20
262,Total global capability,Clothing,16.48,496,34
263,Optimized system-worthy capacity,Books,84.39,203,84
264,Polarized asynchronous emulation,Clothing,18.65,436,87
265,Networked background superstructure,Health,37.44,320,92
266,Customer-focused bi-directional functionalities,Automotive,5.71,18,80
267,Multi-layered exuding challenge,Clothing,147.96,350,37
268,Multi-tiered zero-defect system engine,SPORTS,13.07,222,13
269,Devolved secondary service-desk,Clothing,16.7,355,39
270,Digitized asymmetric moderator,Electronics,22.94,407,8
271,Re-contextualized 24/7 pricing structure,Toys,15.87,220,19
272,Streamlined composite intranet,sports,14.77,289,88
273,Monitored uniform data-warehouse,Home & Garden,36.52,40,79
274,Self-enabling value-added collaboration,Health,23.64,123,64
275,Open-source reciprocal software,Home & Garden,16.39,326,33
276,Organic didactic array,Automotive,19.92,4,60
277,Cross-platform client-driven system engine,Toys,15.21,80,10
278,Decentralized optimizing superstructure,Automotive,11.83,300,39
279,Networked grid-enabled interface,Health,20.86,233,39
280,Intuitive client-driven encryption,Sports,6.94,436,62
281,Grass-roots secondary artificial intelligence,Clothing,19.49,292,46
282,Fully-configurable neutral policy,Toys,51.4,151,3
283,Right-sized uniform portal,Health,22.21,289,88
284,Horizontal zero-defect solution,Electronics,22.98,381,64
285,Assimilated stable framework,TOYS,18.86,117,78
286,Expanded multi-state portal,Books,13.9,97,80
287,Profound content-based synergy,Toys,11.68,369,99
288,Object-based explicit project,Home & Garden,6.71,462,81
289,Business-focused zero tolerance utilization,Electronics,12.58,225,5
290,Front-line modular info-mediaries,Books,5.14,46,38
291,Customizable disintermediate methodology,Books,8.75,89,26
292,Sharable radical archive,home & garden,22.82,448,47
293,Progressive 24/7 hierarchy,Toys,16.64,131,62
294,Intuitive clear-thinking info-mediaries,Toys,19.59,173,15
295,Re-contextualized intangible hierarchy,Automotive,20.8,72,97
296,Quality-focused systemic conglomeration,sports,19.59,370,87
297,Virtual methodical throughput,Health,19.01,411,72
298,Compatible 3rdgeneration parallelism,Books,63.88,202,2
299,Cloned 24/7 firmware,Toys,55.06,232,48
300,Extended 6thgeneration approach,Toys,22.81,421,82
301,Object-based motivating forecast,Books,16.84,119,61
302,Self-enabling transitional middleware,Electronics,48.14,482,72
303,Visionary intangible interface,Books,7.07,113,83
304,Total impactful artificial intelligence,Clothing,20.62,237,90
305,Sharable national monitoring,TOYS,16.17,59,18
306,Seamless coherent focus group,,17.01,155,64
307,Configurable fault-tolerant artificial intelligence,Clothing,20.54,454,69
308,Profound demand-driven workforce,Home & Garden,11.32,189,86
309,Distributed national Graphic Interface,Health,20.81,372,20
310,Object-based optimizing productivity,HEALTH,13.89,426,63
311,Virtual solution-oriented software,Health,9.68,143,5
312,Stand-alone asymmetric function,Books,5.23,227,31
313,Total intermediate superstructure,Books,10.82,351,48
314,Front-line analyzing encryption,Books,21.46,141,25
315,Cross-group intermediate budgetary management,Clothing,17.72,421,59
316,Persevering reciprocal portal,Clothing,14.69,328,82
317,Centralized fault-tolerant secured line,ELECTRONICS,11.22,170,32
318,User-centric stable support,,23.56,105,9
319,Enhanced bottom-line access,Sports,36.08,416,30
320,Triple-buffered client-driven standardization,books,20.5,403,77
321,Advanced cohesive methodology,Electronics,44.29,74,17
322,Monitored multi-state model,Toys,21.86,56,85
323,Up-sized empowering concept,Electronics,17.5,183,31
324,Multi-layered clear-thinking synergy,Books,7.81,135,7
325,Vision-oriented encompassing superstructure,Home & Garden,24.24,269,15
326,Decentralized zero administration algorithm,Clothing,24.96,398,47
327,Managed interactive flexibility,Clothing,18.55,113,79
328,Progressive asymmetric firmware,Electronics,13.9,465,85
329,Universal object-oriented product,Toys,23.77,493,4
330,Compatible modular knowledgebase,Electronics,11.17,433,52
331,Profound high-level approach,Health,10.23,251,92
332,Proactive non-volatile concept,Automotive,24.28,41,42
333,Multi-layered cohesive extranet,Home & Garden,6.95,140,80
334,Visionary bi-directional orchestration,Books,6.08,305,68
