product_id,product_name,category,price,stock_quantity,supplier_id
667,Down-sized asymmetric analyzer,AUTOMOTIVE,10.05,8,1
668,Innovative explicit knowledgebase,Health,9.43,271,93
669,Upgradable multi-state policy,Toys,107.62,146,3
670,Progressive global Internet solution,Health,23.1,465,23
671,Synergized client-driven Graphical User Interface,Clothing,14.77,268,20
672,Pre-emptive heuristic system engine,Sports,39.26,269,33
673,Ergonomic composite workforce,BOOKS,54.58,203,11
674,Open-architected 3rdgeneration emulation,Books,22.82,235,73
675,Face-to-face upward-trending capacity,Sports,7.96,115,39
676,Extended upward-trending adapter,Clothing,7.55,439,84
677,Reverse-engineered motivating concept,Electronics,12.13,194,49
678,Decentralized high-level structure,Automotive,14.8,4,90
679,Streamlined 5thgeneration implementation,Home & Garden,17.56,432,56
680,Sharable eco-centric throughput,Books,19.87,439,13
681,Public-key regional application,Electronics,15.83,461,89
682,Right-sized actuating protocol,Automotive,8.28,473,10
683,Customer-focused solution-oriented adapter,Toys,25.02,288,85
684,Business-focused system-worthy budgetary management,Electronics,128.08,435,41
685,Operative leadingedge implementation,Electronics,17.1,300,19
686,Decentralized neutral extranet,Health,11.42,153,21
687,Phased tangible collaboration,,30.22,434,50
688,Expanded system-worthy software,Books,10.58,378,18
689,Self-enabling 24/7 framework,Clothing,8.31,498,45
690,Operative stable attitude,Electronics,9.39,118,10
691,Switchable multi-state flexibility,BOOKS,19.33,314,77
692,Secured real-time standardization,Health,19.75,167,4
693,Devolved intangible benchmark,TOYS,8.4,230,63
694,Profound uniform process improvement,Sports,8.79,481,49
695,Decentralized executive budgetary management,Health,20.55,299,85
696,Customer-focused modular customer loyalty,Health,92.95,316,38
697,Robust dedicated time-frame,Sports,24.66,42,35
698,Fundamental multi-state customer loyalty,,5.41,401,82
699,Multi-channeled tertiary installation,Home & Garden,9.39,162,47
700,Implemented cohesive analyzer,Clothing,52.17,482,40
701,Reactive modular database,Automotive,9.88,138,14
702,Team-oriented mission-critical groupware,Home & Garden,11.32,220,58
703,Front-line 24hour access,Health,47.82,45,46
704,Synchronized background budgetary management,Clothing,127.69,401,42
705,Re-engineered static methodology,,17.04,211,50
706,Distributed background time-frame,Clothing,5.33,286,32
707,Profound asynchronous success,Home & Garden,12.96,86,18
708,Up-sized bandwidth-monitored extranet,toys,15.2,252,19
709,Stand-alone discrete knowledgebase,Clothing,18.13,141,54
710,Implemented empowering Local Area Network,Toys,15.25,39,47
711,Business-focused bandwidth-monitored conglomeration,Toys,72.62,369,81
712,Balanced explicit hierarchy,Automotive,19.58,100,59
713,Synergistic foreground interface,CLOTHING,9.31,3,51
714,User-centric bifurcated attitude,Books,14.69,194,43
715,Virtual 6thgeneration access,Automotive,20.85,417,84
716,Devolved stable project,Home & Garden,15.6,308,89
717,Down-sized full-range help-desk,Sports,5.42,90,51
718,Organic regional flexibility,Books,17.54,355,82
719,Upgradable background hub,Automotive,21.0,400,32
720,Mandatory contextually-based budgetary management,Books,25.41,418,51
721,Open-architected impactful knowledgebase,Books,20.94,288,26
722,Future-proofed human-resource solution,Home & Garden,36.72,281,4
723,Polarized intangible projection,Automotive,18.0,107,57
724,Down-sized bifurcated capacity,Toys,131.23,35,53
725,Total uniform approach,automotive,6.34,155,31
726,Diverse bi-directional instruction set,Toys,12.78,366,55
727,Reverse-engineered mission-critical website,Health,10.16,306,62
728,Re-contextualized systematic intranet,Health,5.85,472,89
729,Enterprise-wide reciprocal implementation,Health,15.02,404,47
730,Vision-oriented heuristic pricing structure,Clothing,5.22,127,85
731,Assimilated systemic superstructure,Books,11.8,313,6
732,De-engineered mission-critical matrix,health,6.05,169,56
733,Customizable incremental intranet,CLOTHING,10.13,132,29
734,Balanced asymmetric firmware,Sports,51.39,200,60
735,Streamlined foreground access,Home & Garden,18.33,12,62
736,Triple-buffered systematic moderator,,19.9,471,11
737,Visionary value-added orchestration,CLOTHING,16.66,373,19
738,Up-sized non-volatile definition,Books,49.26,233,27
739,Synchronized global model,Automotive,9.02,49,57
740,Programmable system-worthy standardization,automotive,19.81,153,6
741,Secured bandwidth-monitored Internet solution,Clothing,32.6,175,83
742,Switchable upward-trending encryption,Clothing,24.65,84,95
743,Polarized grid-enabled protocol,SPORTS,19.5,282,21
744,Synergistic secondary info-mediaries,Books,7.94,490,60
745,Distributed next generation pricing structure,Sports,12.13,322,24
746,Business-focused 24/7 project,Home & Garden,16.33,221,51
747,Diverse motivating leverage,Electronics,13.81,452,26
748,Proactive composite archive,Automotive,12.52,199,1
749,Versatile mobile Graphic Interface,,6.65,385,91
750,Front-line full-range focus group,Clothing,21.34,409,69
751,Business-focused motivating definition,Home & Garden,5.05,100,59
752,Reactive secondary implementation,Clothing,137.56,441,63
753,Open-architected disintermediate artificial intelligence,Books,10.78,312,51
754,Persevering leadingedge website,Clothing,17.45,432,59
755,Re-engineered local array,Home & Garden,5.08,361,39
756,Proactive local functionalities,Clothing,22.48,160,16
757,Decentralized modular synergy,Sports,22.96,93,48
758,Streamlined 3rdgeneration benchmark,Home & Garden,11.19,214,77
759,Open-architected incremental alliance,HOME & GARDEN,23.27,216,24
760,Realigned neutral ability,Automotive,25.94,355,83
761,Cross-group real-time process improvement,Home & Garden,7.12,250,37
762,Sharable exuding migration,Home & Garden,104.31,431,58
763,Realigned demand-driven projection,Electronics,21.47,487,2
764,Synchronized logistical Graphical User Interface,Automotive,9.5,417,50
765,Multi-lateral actuating definition,Automotive,21.9,251,54
766,Persevering full-range open architecture,Automotive,12.09,42,73
767,Visionary regional policy,Electronics,17.82,112,38
768,Phased transitional protocol,Electronics,19.81,275,37
769,Multi-lateral transitional knowledge user,,8.98,289,96
770,Customizable bandwidth-monitored task-force,Automotive,23.37,57,74
771,Switchable directional ability,Clothing,5.71,278,47
772,Mandatory heuristic productivity,Electronics,15.97,225,70
773,Implemented neutral model,Sports,12.69,52,95
774,Multi-layered tangible benchmark,Sports,9.81,16,58
775,Balanced composite methodology,Toys,20.98,418,12
776,Devolved transitional synergy,Automotive,14.08,60,100
777,Up-sized incremental benchmark,Sports,11.07,377,76
778,Function-based reciprocal customer loyalty,Books,17.74,312,81
779,Ergonomic bottom-line infrastructure,Health,23.65,71,27
780,Extended logistical toolset,Sports,11.33,291,45
781,Ergonomic transitional Graphical User Interface,toys,16.82,86,42
782,Customer-focused web-enabled instruction set,Toys,23.08,136,66
783,Balanced scalable service-desk,Clothing,18.81,384,53
784,Reverse-engineered bottom-line throughput,Electronics,8.42,443,84
785,Organized logistical protocol,Home & Garden,17.56,67,32
786,Reverse-engineered motivating challenge,Home & Garden,119.69,424,32
787,Proactive 24hour moderator,Health,72.44,295,81
788,User-centric actuating neural-net,Toys,17.68,192,58
789,Optional optimal matrices,Clothing,15.67,450,99
790,Profound zero-defect conglomeration,Clothing,20.21,383,36
791,Team-oriented optimal conglomeration,Books,10.02,249,42
792,Upgradable clear-thinking benchmark,Electronics,20.1,433,94
793,Networked stable policy,Clothing,22.46,234,82
794,Robust fresh-thinking middleware,Books,38.83,407,69
795,Networked intangible portal,Health,17.97,219,28
796,Team-oriented well-modulated encryption,Automotive,21.4,424,37
797,Grass-roots hybrid Graphical User Interface,BOOKS,36.03,66,73
798,Implemented local workforce,Automotive,17.86,457,88
799,Devolved client-driven installation,Electronics,13.39,320,59
800,Robust tangible synergy,Electronics,9.01,439,21
801,Profound exuding standardization,Automotive,5.77,490,55
802,Reactive foreground structure,Sports,13.92,465,17
803,User-centric neutral product,Toys,24.39,477,36
804,Extended dedicated database,Clothing,16.71,128,11
805,Secured transitional frame,,21.51,332,22
806,Synergized grid-enabled service-desk,Electronics,10.27,156,93
807,De-engineered tertiary projection,Sports,20.54,46,91
808,Enhanced motivating moratorium,,5.77,244,10
809,Team-oriented scalable Graphic Interface,Home & Garden,7.62,265,88
810,Triple-buffered bifurcated task-force,Automotive,21.98,356,44
811,Multi-channeled next generation matrices,Clothing,21.88,216,89
812,Reduced object-oriented secured line,Home & Garden,18.82,117,50
813,Triple-buffered intangible service-desk,Clothing,7.08,52,14
814,User-friendly national forecast,Books,15.46,153,18
815,Optimized 24/7 model,Health,24.22,385,18
816,Customer-focused 4thgeneration implementation,home & garden,15.78,288,2
817,Digitized actuating secured line,Home & Garden,22.4,369,28
818,Centralized dedicated flexibility,Home & Garden,16.83,315,88
819,Versatile zero tolerance complexity,AUTOMOTIVE,6.17,44,13
820,Horizontal systemic extranet,home & garden,7.54,301,94
821,Digitized analyzing solution,Health,52.5,219,41
822,Implemented demand-driven system engine,Home & Garden,22.96,330,11
823,Quality-focused 5thgeneration help-desk,Sports,14.81,307,93
824,Organized bi-directional pricing structure,Toys,5.59,353,4
825,Synergistic user-facing open architecture,Toys,17.95,310,66
826,Face-to-face value-added project,Sports,8.24,151,83
827,Realigned human-resource encoding,Electronics,20.33,406,31
828,Profound zero tolerance utilization,Automotive,21.17,123,64
829,Total executive solution,Clothing,5.28,500,2
830,Synchronized actuating implementation,Books,7.69,67,50
831,Networked intangible toolset,Health,24.15,349,23
832,Synergized foreground neural-net,Automotive,16.2,394,10
833,Business-focused 24/7 synergy,Electronics,11.05,7,34
834,Function-based dedicated process improvement,Sports,13.77,30,51
835,Vision-oriented leadingedge definition,Toys,15.53,256,99
836,Sharable tertiary strategy,Health,23.82,205,11
837,Stand-alone holistic system engine,Home & Garden,10.87,158,11
838,Reverse-engineered needs-based support,Sports,22.14,79,69
839,Robust dedicated time-frame,Books,9.97,324,98
840,Up-sized content-based frame,Clothing,5.32,223,94
841,Organized context-sensitive software,Sports,10.34,44,56
842,Compatible contextually-based conglomeration,Clothing,20.64,311,8
843,User-centric multimedia capability,Toys,21.53,336,95
844,Multi-tiered 6thgeneration interface,Home & Garden,9.35,362,18
845,Grass-roots next generation firmware,Electronics,23.87,487,45
846,De-engineered cohesive paradigm,Toys,7.77,64,96
847,Function-based 24hour groupware,Toys,23.88,60,99
848,Persistent tertiary collaboration,Electronics,71.9,219,35
849,Balanced coherent Graphic Interface,Clothing,6.75,499,74
850,Right-sized actuating time-frame,Clothing,17.32,261,47
851,Self-enabling reciprocal protocol,Electronics,17.94,290,22
852,Innovative mobile utilization,Books,11.3,395,14
853,Re-engineered neutral help-desk,Clothing,6.45,260,1
854,Compatible zero tolerance strategy,Electronics,31.82,6,32
855,Intuitive multi-tasking definition,Electronics,7.5,196,20
856,Enterprise-wide multi-state architecture,Home & Garden,15.85,439,5
857,Profit-focused cohesive instruction set,Health,42.58,127,54
858,Quality-focused national initiative,Books,10.58,39,74
859,Cross-group grid-enabled definition,BOOKS,23.4,344,7
860,Extended stable groupware,home & garden,36.53,264,6
861,Managed high-level frame,Health,9.17,238,37
862,Extended web-enabled process improvement,Toys,73.74,283,59
863,Progressive methodical open architecture,Electronics,6.36,149,73
864,Versatile solution-oriented access,Toys,68.63,124,60
865,Customizable static hardware,Books,5.35,252,99
866,Organized disintermediate project,Sports,14.49,279,98
867,Seamless regional encryption,Sports,21.35,477,53
868,Balanced systemic Graphic Interface,Electronics,19.75,177,82
869,Multi-tiered bifurcated info-mediaries,Electronics,13.24,0,98
870,Function-based needs-based success,Health,11.89,372,40
871,Horizontal 4thgeneration model,Clothing,6.03,121,54
872,Visionary holistic migration,Automotive,20.93,497,19
873,Profound local matrix,Toys,18.15,471,30
874,Balanced explicit projection,Health,5.36,190,59
875,Ergonomic fresh-thinking migration,Clothing,12.85,258,18
876,Configurable bandwidth-monitored concept,Health,6.92,290,8
877,Visionary national monitoring,Health,7.67,66,31
878,Adaptive responsive architecture,Toys,52.86,161,51
879,Expanded static product,Books,24.13,139,30
880,Vision-oriented didactic software,Clothing,29.88,69,100
881,Optimized bi-directional database,Clothing,19.31,84,58
882,Public-key tangible support,Automotive,13.16,61,69
883,Vision-oriented intermediate project,Books,24.04,106,58
884,Compatible value-added software,Toys,9.26,436,16
885,Distributed 4thgeneration knowledgebase,Clothing,12.82,351,39
886,Universal full-range alliance,Electronics,18.2,438,42
887,Cross-group asynchronous application,Home & Garden,11.87,127,46
888,Enhanced eco-centric open architecture,Health,21.56,346,39
889,Compatible object-oriented emulation,Toys,11.6,89,4
890,Fundamental incremental info-mediaries,Health,9.01,284,96
891,Organized responsive initiative,Sports,71.09,52,18
892,Optional foreground adapter,Clothing,22.64,425,100
893,Networked systematic capability,Sports,17.49,421,52
894,Public-key 24hour project,Books,6.08,480,83
895,Up-sized regional architecture,Clothing,43.17,132,10
896,Versatile value-added paradigm,Electronics,9.26,101,83
897,Balanced tangible archive,Automotive,14.8,47,43
898,Multi-channeled motivating benchmark,Clothing,15.01,236,7
899,Implemented zero tolerance software,Home & Garden,13.89,221,93
900,Innovative real-time array,Health,18.2,195,88
901,Horizontal well-modulated intranet,Health,46.43,109,24
902,Multi-tiered hybrid protocol,Toys,17.12,452,20
903,Assimilated methodical complexity,,8.59,315,32
904,Public-key directional challenge,Toys,18.77,451,71
905,User-friendly hybrid utilization,Automotive,21.18,143,50
906,Quality-focused explicit productivity,Home & Garden,16.05,329,68
907,Digitized exuding service-desk,Sports,10.19,410,70
908,Upgradable secondary hub,Electronics,22.54,400,92
909,Advanced neutral open architecture,Books,22.13,400,63
910,Digitized bottom-line analyzer,Books,15.81,257,42
911,Adaptive object-oriented policy,Health,24.85,13,41
912,Object-based national neural-net,Sports,14.13,415,100
913,Configurable fault-tolerant database,Toys,8.85,241,68
914,User-friendly user-facing success,Books,7.07,119,21
915,Monitored didactic installation,Clothing,12.97,123,35
916,Stand-alone multimedia circuit,ELECTRONICS,19.36,485,29
917,Diverse contextually-based definition,Health,18.51,429,23
918,Seamless eco-centric core,Home & Garden,24.92,162,95
919,Customizable contextually-based secured line,Books,15.33,14,91
920,Re-contextualized actuating system engine,Books,67.47,288,19
921,Reactive maximized project,Sports,9.65,414,64
922,Reactive asynchronous frame,Toys,18.13,19,12
923,Synchronized asymmetric extranet,Electronics,7.24,112,3
924,Cross-platform dedicated success,Automotive,15.82,469,79
925,Reduced mobile groupware,Sports,14.47,174,92
926,Multi-channeled clear-thinking secured line,Home & Garden,8.85,432,42
927,Streamlined disintermediate attitude,electronics,21.5,300,91
928,Horizontal regional architecture,home & garden,15.53,433,68
929,Ergonomic foreground matrix,Books,6.17,191,91
930,Organized full-range pricing structure,Health,15.06,172,39
931,Switchable fault-tolerant solution,Books,8.93,80,94
932,Reduced coherent open system,Health,15.67,491,63
933,Re-contextualized high-level workforce,Books,13.77,495,72
934,Intuitive interactive concept,,13.64,301,23
935,Adaptive foreground encryption,Health,17.32,352,38
936,Face-to-face transitional support,Home & Garden,16.62,0,90
937,Stand-alone intermediate focus group,Health,5.13,394,73
938,Multi-lateral client-driven service-desk,Electronics,21.82,162,79
939,Upgradable full-range matrices,Sports,10.34,53,64
940,Persistent local help-desk,Home & Garden,21.05,39,31
941,Vision-oriented fault-tolerant matrix,Books,23.27,85,82
942,Reactive bi-directional conglomeration,Clothing,19.96,343,82
943,Stand-alone real-time artificial intelligence,Books,24.06,135,27
944,Grass-roots client-driven monitoring,Sports,19.79,179,33
945,Exclusive empowering superstructure,Clothing,13.28,24,50
946,Self-enabling asynchronous superstructure,AUTOMOTIVE,21.66,496,22
947,Compatible 3rdgeneration middleware,Health,58.05,193,45
948,Self-enabling 4thgeneration paradigm,Health,11.81,245,74
949,Reduced impactful throughput,Sports,22.35,37,5
950,Reverse-engineered didactic alliance,TOYS,11.05,133,14
951,Reactive empowering moratorium,Clothing,5.98,454,49
952,Quality-focused methodical projection,Home & Garden,12.97,280,12
953,Vision-oriented coherent hierarchy,Books,12.77,314,62
954,Object-based directional throughput,Electronics,22.38,334,22
955,Reverse-engineered upward-trending frame,Health,12.51,51,43
956,Devolved maximized middleware,SPORTS,116.98,209,90
957,Profound background infrastructure,Toys,13.71,152,31
958,Multi-lateral motivating access,Clothing,20.12,292,71
959,Switchable disintermediate workforce,Automotive,123.29,184,1
960,Seamless systemic concept,Health,10.26,421,85
961,Versatile multimedia challenge,Automotive,20.71,13,27
962,Organized cohesive conglomeration,Home & Garden,11.9,500,11
963,Re-contextualized non-volatile protocol,Automotive,10.04,157,51
964,Digitized user-facing superstructure,Automotive,10.04,338,34
965,Polarized heuristic analyzer,Clothing,8.74,198,24
966,Face-to-face well-modulated matrix,Books,10.32,189,24
967,Focused asymmetric firmware,Automotive,19.68,225,60
968,Multi-layered discrete analyzer,Toys,5.1,137,73
969,Synchronized demand-driven model,Electronics,18.42,356,86
970,Multi-lateral human-resource leverage,Clothing,57.96,176,70
971,Persevering 6thgeneration analyzer,Health,11.11,301,30
972,Streamlined fresh-thinking benchmark,Electronics,22.77,419,67
973,Triple-buffered multi-state productivity,Health,17.92,351,61
974,Grass-roots user-facing firmware,Sports,14.62,40,51
975,Reduced needs-based open system,Electronics,19.93,461,67
976,Enhanced homogeneous projection,Home & Garden,127.04,387,58
977,Multi-tiered high-level parallelism,Home & Garden,54.92,85,28
978,Streamlined asynchronous model,Sports,29.98,216,11
979,Function-based homogeneous definition,Health,11.09,421,81
980,Programmable impactful help-desk,Home & Garden,20.85,132,41
981,Monitored mobile utilization,Clothing,24.78,284,51
982,Polarized real-time ability,Books,99.39,266,59
983,Profit-focused client-driven intranet,ELECTRONICS,43.55,319,76
984,Down-sized discrete archive,Health,19.85,76,19
985,Profound secondary focus group,Clothing,9.97,288,100
986,Extended coherent contingency,Clothing,13.41,444,69
987,Diverse high-level portal,Books,9.85,135,50
988,Universal bottom-line protocol,Automotive,30.0,242,5
989,Focused intangible workforce,Home & Garden,24.86,73,80
990,Managed uniform budgetary management,Health,21.72,455,43
991,Polarized systematic matrices,Sports,17.87,243,35
992,Polarized demand-driven parallelism,Books,5.53,418,39
993,Diverse secondary installation,Toys,13.46,251,90
994,Ameliorated dynamic analyzer,Clothing,10.47,116,18
995,De-engineered object-oriented parallelism,Toys,24.13,226,100
996,Diverse client-driven product,Books,28.86,213,78
997,Profound 6thgeneration orchestration,Clothing,7.13,108,53
998,Digitized analyzing concept,AUTOMOTIVE,42.2,444,48
999,Fundamental contextually-based model,Electronics,24.92,81,9
1000,Open-architected radical open system,Toys,7.52,206,18
